quality_id,line_id,measurement_date,total_produced,passed_inspection,failed_inspection,first_pass_yield,rework_count,scrap_count,created_date
3114,14,2024-06-04,457,423,34,92.56,24,13,2024-06-04 00:00:00
3115,15,2024-06-04,547,537,10,98.17,9,4,2024-06-04 00:00:00
3116,16,2024-06-04,278,258,20,92.81,5,7,2024-06-04 00:00:00
3117,17,2024-06-04,392,372,20,94.9,3,3,2024-06-04 00:00:00
3118,18,2024-06-04,319,300,19,94.04,18,5,2024-06-04 00:00:00
3119,19,2024-06-04,675,629,46,93.19,39,11,2024-06-04 00:00:00
3120,20,2024-06-04,507,502,5,99.01,3,0,2024-06-04 00:00:00
3121,1,2024-06-05,165,158,7,95.76,2,2,2024-06-05 00:00:00
3122,2,2024-06-05,965,931,34,96.48,19,9,2024-06-05 00:00:00
3123,3,2024-06-05,176,171,5,97.16,3,1,2024-06-05 00:00:00
3124,4,2024-06-05,313,305,8,97.44,6,1,2024-06-05 00:00:00
3125,5,2024-06-05,873,832,41,95.3,35,5,2024-06-05 00:00:00
3126,6,2024-06-05,457,453,4,99.12,2,2,2024-06-05 00:00:00
3127,7,2024-06-05,462,443,19,95.89,9,7,2024-06-05 00:00:00
3128,8,2024-06-05,547,520,27,95.06,11,10,2024-06-05 00:00:00
3129,9,2024-06-05,431,418,13,96.98,7,5,2024-06-05 00:00:00
3130,10,2024-06-05,104,98,6,94.23,4,3,2024-06-05 00:00:00
3131,11,2024-06-05,982,930,52,94.7,3,12,2024-06-05 00:00:00
3132,12,2024-06-05,575,554,21,96.35,18,6,2024-06-05 00:00:00
3133,13,2024-06-05,386,380,6,98.45,0,0,2024-06-05 00:00:00
3134,14,2024-06-05,483,465,18,96.27,0,5,2024-06-05 00:00:00
3135,15,2024-06-05,731,680,51,93.02,21,13,2024-06-05 00:00:00
3136,16,2024-06-05,615,586,29,95.28,9,13,2024-06-05 00:00:00
3137,17,2024-06-05,269,256,13,95.17,6,4,2024-06-05 00:00:00
3138,18,2024-06-05,611,590,21,96.56,1,8,2024-06-05 00:00:00
3139,19,2024-06-05,148,144,4,97.3,2,2,2024-06-05 00:00:00
3140,20,2024-06-05,506,480,26,94.86,0,11,2024-06-05 00:00:00
3141,1,2024-06-06,743,705,38,94.89,32,5,2024-06-06 00:00:00
3142,2,2024-06-06,616,583,33,94.64,18,3,2024-06-06 00:00:00
3143,3,2024-06-06,527,490,37,92.98,29,10,2024-06-06 00:00:00
3144,4,2024-06-06,100,98,2,98.0,2,0,2024-06-06 00:00:00
3145,5,2024-06-06,128,123,5,96.09,1,0,2024-06-06 00:00:00
3146,6,2024-06-06,442,412,30,93.21,5,7,2024-06-06 00:00:00
3147,7,2024-06-06,674,620,54,91.99,37,26,2024-06-06 00:00:00
3148,8,2024-06-06,788,767,21,97.34,8,6,2024-06-06 00:00:00
3149,9,2024-06-06,999,982,17,98.3,15,6,2024-06-06 00:00:00
3150,10,2024-06-06,349,329,20,94.27,3,4,2024-06-06 00:00:00
3151,11,2024-06-06,623,594,29,95.35,18,13,2024-06-06 00:00:00
3152,12,2024-06-06,582,562,20,96.56,10,10,2024-06-06 00:00:00
3153,13,2024-06-06,199,185,14,92.96,9,5,2024-06-06 00:00:00
3154,14,2024-06-06,382,362,20,94.76,17,9,2024-06-06 00:00:00
3155,15,2024-06-06,346,337,9,97.4,8,2,2024-06-06 00:00:00
3156,16,2024-06-06,328,323,5,98.48,1,1,2024-06-06 00:00:00
3157,17,2024-06-06,612,602,10,98.37,4,4,2024-06-06 00:00:00
3158,18,2024-06-06,723,699,24,96.68,19,10,2024-06-06 00:00:00
3159,19,2024-06-06,728,715,13,98.21,1,3,2024-06-06 00:00:00
3160,20,2024-06-06,704,666,38,94.6,22,19,2024-06-06 00:00:00
3161,1,2024-06-07,829,783,46,94.45,8,17,2024-06-07 00:00:00
3162,2,2024-06-07,832,794,38,95.43,20,2,2024-06-07 00:00:00
3163,3,2024-06-07,232,230,2,99.14,2,0,2024-06-07 00:00:00
3164,4,2024-06-07,167,160,7,95.81,7,2,2024-06-07 00:00:00
3165,5,2024-06-07,872,839,33,96.22,15,2,2024-06-07 00:00:00
3166,6,2024-06-07,225,208,17,92.44,13,3,2024-06-07 00:00:00
3167,7,2024-06-07,314,298,16,94.9,0,8,2024-06-07 00:00:00
3168,8,2024-06-07,724,705,19,97.38,1,5,2024-06-07 00:00:00
3169,9,2024-06-07,785,722,63,91.97,41,24,2024-06-07 00:00:00
3170,10,2024-06-07,750,737,13,98.27,9,5,2024-06-07 00:00:00
3171,11,2024-06-07,563,555,8,98.58,4,0,2024-06-07 00:00:00
3172,12,2024-06-07,128,125,3,97.66,2,1,2024-06-07 00:00:00
3173,13,2024-06-07,475,464,11,97.68,3,2,2024-06-07 00:00:00
3174,14,2024-06-07,788,783,5,99.37,2,2,2024-06-07 00:00:00
3175,15,2024-06-07,853,802,51,94.02,5,0,2024-06-07 00:00:00
3176,16,2024-06-07,833,785,48,94.24,1,21,2024-06-07 00:00:00
3177,17,2024-06-07,621,613,8,98.71,1,4,2024-06-07 00:00:00
3178,18,2024-06-07,291,279,12,95.88,6,2,2024-06-07 00:00:00
3179,19,2024-06-07,377,362,15,96.02,14,7,2024-06-07 00:00:00
3180,20,2024-06-07,278,262,16,94.24,1,5,2024-06-07 00:00:00
3181,1,2024-06-08,418,388,30,92.82,28,3,2024-06-08 00:00:00
3182,2,2024-06-08,720,665,55,92.36,13,14,2024-06-08 00:00:00
3183,3,2024-06-08,478,469,9,98.12,7,0,2024-06-08 00:00:00
3184,4,2024-06-08,956,940,16,98.33,12,0,2024-06-08 00:00:00
3185,5,2024-06-08,978,949,29,97.03,2,14,2024-06-08 00:00:00
3186,6,2024-06-08,786,748,38,95.17,17,3,2024-06-08 00:00:00
3187,7,2024-06-08,316,308,8,97.47,1,1,2024-06-08 00:00:00
3188,8,2024-06-08,936,899,37,96.05,35,6,2024-06-08 00:00:00
3189,9,2024-06-08,488,479,9,98.16,5,2,2024-06-08 00:00:00
3190,10,2024-06-08,702,689,13,98.15,8,1,2024-06-08 00:00:00
3191,11,2024-06-08,596,569,27,95.47,1,11,2024-06-08 00:00:00
3192,12,2024-06-08,519,500,19,96.34,4,2,2024-06-08 00:00:00
3193,13,2024-06-08,525,506,19,96.38,3,5,2024-06-08 00:00:00
3194,14,2024-06-08,497,478,19,96.18,8,9,2024-06-08 00:00:00
3195,15,2024-06-08,129,122,7,94.57,0,1,2024-06-08 00:00:00
3196,16,2024-06-08,609,579,30,95.07,0,0,2024-06-08 00:00:00
3197,17,2024-06-08,273,265,8,97.07,5,0,2024-06-08 00:00:00
3198,18,2024-06-08,773,719,54,93.01,39,24,2024-06-08 00:00:00
3199,19,2024-06-08,988,928,60,93.93,37,22,2024-06-08 00:00:00
3200,20,2024-06-08,896,850,46,94.87,7,10,2024-06-08 00:00:00
3201,1,2024-06-09,899,858,41,95.44,16,19,2024-06-09 00:00:00
3202,2,2024-06-09,367,361,6,98.37,4,2,2024-06-09 00:00:00
3203,3,2024-06-09,750,727,23,96.93,6,3,2024-06-09 00:00:00
3204,4,2024-06-09,588,556,32,94.56,32,8,2024-06-09 00:00:00
3205,5,2024-06-09,706,686,20,97.17,7,8,2024-06-09 00:00:00
3206,6,2024-06-09,853,815,38,95.55,33,15,2024-06-09 00:00:00
3207,7,2024-06-09,991,911,80,91.93,71,33,2024-06-09 00:00:00
3208,8,2024-06-09,190,183,7,96.32,1,0,2024-06-09 00:00:00
3209,9,2024-06-09,838,785,53,93.68,50,15,2024-06-09 00:00:00
3210,10,2024-06-09,724,683,41,94.34,10,6,2024-06-09 00:00:00
3211,11,2024-06-09,306,283,23,92.48,7,2,2024-06-09 00:00:00
3212,12,2024-06-09,382,353,29,92.41,28,7,2024-06-09 00:00:00
3213,13,2024-06-09,112,108,4,96.43,0,0,2024-06-09 00:00:00
3214,14,2024-06-09,601,575,26,95.67,24,9,2024-06-09 00:00:00
3215,15,2024-06-09,526,493,33,93.73,32,15,2024-06-09 00:00:00
3216,16,2024-06-09,877,860,17,98.06,1,8,2024-06-09 00:00:00
3217,17,2024-06-09,842,778,64,92.4,22,11,2024-06-09 00:00:00
3218,18,2024-06-09,854,788,66,92.27,64,9,2024-06-09 00:00:00
3219,19,2024-06-09,285,280,5,98.25,2,1,2024-06-09 00:00:00
3220,20,2024-06-09,631,594,37,94.14,15,10,2024-06-09 00:00:00
3221,1,2024-06-10,214,206,8,96.26,8,4,2024-06-10 00:00:00
3222,2,2024-06-10,200,190,10,95.0,4,4,2024-06-10 00:00:00
3223,3,2024-06-10,461,440,21,95.44,1,4,2024-06-10 00:00:00
3224,4,2024-06-10,244,236,8,96.72,5,4,2024-06-10 00:00:00
3225,5,2024-06-10,705,649,56,92.06,45,25,2024-06-10 00:00:00
3226,6,2024-06-10,986,953,33,96.65,32,9,2024-06-10 00:00:00
3227,7,2024-06-10,268,249,19,92.91,3,7,2024-06-10 00:00:00
3228,8,2024-06-10,144,140,4,97.22,4,2,2024-06-10 00:00:00
3229,9,2024-06-10,949,940,9,99.05,3,0,2024-06-10 00:00:00
3230,10,2024-06-10,344,329,15,95.64,8,3,2024-06-10 00:00:00
3231,11,2024-06-10,363,334,29,92.01,28,14,2024-06-10 00:00:00
3232,12,2024-06-10,160,157,3,98.12,3,0,2024-06-10 00:00:00
3233,13,2024-06-10,440,428,12,97.27,10,0,2024-06-10 00:00:00
3234,14,2024-06-10,609,570,39,93.6,15,11,2024-06-10 00:00:00
3235,15,2024-06-10,633,587,46,92.73,26,16,2024-06-10 00:00:00
3236,16,2024-06-10,267,260,7,97.38,0,0,2024-06-10 00:00:00
3237,17,2024-06-10,743,732,11,98.52,2,4,2024-06-10 00:00:00
3238,18,2024-06-10,805,769,36,95.53,26,17,2024-06-10 00:00:00
3239,19,2024-06-10,476,473,3,99.37,3,0,2024-06-10 00:00:00
3240,20,2024-06-10,183,169,14,92.35,7,0,2024-06-10 00:00:00
3241,1,2024-06-11,749,692,57,92.39,10,1,2024-06-11 00:00:00
3242,2,2024-06-11,626,582,44,92.97,6,4,2024-06-11 00:00:00
3243,3,2024-06-11,374,344,30,91.98,26,12,2024-06-11 00:00:00
3244,4,2024-06-11,543,511,32,94.11,21,6,2024-06-11 00:00:00
3245,5,2024-06-11,498,463,35,92.97,8,3,2024-06-11 00:00:00
3246,6,2024-06-11,874,849,25,97.14,23,5,2024-06-11 00:00:00
3247,7,2024-06-11,144,139,5,96.53,0,0,2024-06-11 00:00:00
3248,8,2024-06-11,345,324,21,93.91,19,6,2024-06-11 00:00:00
3249,9,2024-06-11,654,646,8,98.78,5,0,2024-06-11 00:00:00
3250,10,2024-06-11,704,654,50,92.9,36,2,2024-06-11 00:00:00
3251,11,2024-06-11,962,944,18,98.13,9,8,2024-06-11 00:00:00
3252,12,2024-06-11,699,691,8,98.86,4,2,2024-06-11 00:00:00
3253,13,2024-06-11,378,366,12,96.83,11,4,2024-06-11 00:00:00
3254,14,2024-06-11,384,374,10,97.4,7,1,2024-06-11 00:00:00
3255,15,2024-06-11,460,433,27,94.13,26,2,2024-06-11 00:00:00
3256,16,2024-06-11,774,764,10,98.71,0,2,2024-06-11 00:00:00
3257,17,2024-06-11,601,564,37,93.84,19,4,2024-06-11 00:00:00
3258,18,2024-06-11,795,737,58,92.7,53,11,2024-06-11 00:00:00
3259,19,2024-06-11,521,488,33,93.67,16,0,2024-06-11 00:00:00
3260,20,2024-06-11,369,361,8,97.83,5,0,2024-06-11 00:00:00
3261,1,2024-06-12,993,934,59,94.06,16,9,2024-06-12 00:00:00
3262,2,2024-06-12,530,515,15,97.17,11,7,2024-06-12 00:00:00
3263,3,2024-06-12,416,398,18,95.67,9,5,2024-06-12 00:00:00
3264,4,2024-06-12,263,248,15,94.3,12,4,2024-06-12 00:00:00
3265,5,2024-06-12,488,460,28,94.26,0,14,2024-06-12 00:00:00
3266,6,2024-06-12,673,649,24,96.43,0,4,2024-06-12 00:00:00
3267,7,2024-06-12,343,340,3,99.13,3,1,2024-06-12 00:00:00
3268,8,2024-06-12,258,238,20,92.25,19,1,2024-06-12 00:00:00
3269,9,2024-06-12,329,321,8,97.57,7,2,2024-06-12 00:00:00
3270,10,2024-06-12,366,351,15,95.9,6,7,2024-06-12 00:00:00
3271,11,2024-06-12,596,569,27,95.47,4,11,2024-06-12 00:00:00
3272,12,2024-06-12,895,890,5,99.44,5,0,2024-06-12 00:00:00
3273,13,2024-06-12,470,441,29,93.83,4,2,2024-06-12 00:00:00
3274,14,2024-06-12,363,337,26,92.84,10,12,2024-06-12 00:00:00
3275,15,2024-06-12,914,840,74,91.9,26,33,2024-06-12 00:00:00
3276,16,2024-06-12,793,742,51,93.57,48,3,2024-06-12 00:00:00
3277,17,2024-06-12,290,273,17,94.14,4,2,2024-06-12 00:00:00
3278,18,2024-06-12,335,332,3,99.1,3,0,2024-06-12 00:00:00
3279,19,2024-06-12,144,137,7,95.14,1,3,2024-06-12 00:00:00
3280,20,2024-06-12,453,424,29,93.6,15,0,2024-06-12 00:00:00
3281,1,2024-06-13,790,729,61,92.28,27,7,2024-06-13 00:00:00
3282,2,2024-06-13,265,248,17,93.58,17,8,2024-06-13 00:00:00
3283,3,2024-06-13,601,595,6,99.0,1,1,2024-06-13 00:00:00
3284,4,2024-06-13,481,448,33,93.14,0,16,2024-06-13 00:00:00
3285,5,2024-06-13,449,443,6,98.66,1,3,2024-06-13 00:00:00
3286,6,2024-06-13,474,448,26,94.51,17,12,2024-06-13 00:00:00
3287,7,2024-06-13,904,843,61,93.25,26,30,2024-06-13 00:00:00
3288,8,2024-06-13,331,308,23,93.05,2,8,2024-06-13 00:00:00
3289,9,2024-06-13,718,675,43,94.01,23,3,2024-06-13 00:00:00
3290,10,2024-06-13,844,780,64,92.42,44,32,2024-06-13 00:00:00
3291,11,2024-06-13,677,658,19,97.19,18,8,2024-06-13 00:00:00
3292,12,2024-06-13,827,802,25,96.98,16,1,2024-06-13 00:00:00
3293,13,2024-06-13,202,197,5,97.52,4,2,2024-06-13 00:00:00
3294,14,2024-06-13,376,351,25,93.35,3,7,2024-06-13 00:00:00
3295,15,2024-06-13,937,924,13,98.61,8,1,2024-06-13 00:00:00
3296,16,2024-06-13,392,364,28,92.86,20,0,2024-06-13 00:00:00
3297,17,2024-06-13,521,489,32,93.86,12,10,2024-06-13 00:00:00
3298,18,2024-06-13,447,417,30,93.29,9,6,2024-06-13 00:00:00
3299,19,2024-06-13,292,274,18,93.84,14,1,2024-06-13 00:00:00
3300,20,2024-06-13,887,855,32,96.39,8,0,2024-06-13 00:00:00
3301,1,2024-06-14,376,347,29,92.29,29,13,2024-06-14 00:00:00
3302,2,2024-06-14,678,658,20,97.05,6,2,2024-06-14 00:00:00
3303,3,2024-06-14,398,370,28,92.96,24,3,2024-06-14 00:00:00
3304,4,2024-06-14,947,915,32,96.62,2,0,2024-06-14 00:00:00
3305,5,2024-06-14,727,704,23,96.84,21,11,2024-06-14 00:00:00
3306,6,2024-06-14,881,840,41,95.35,7,12,2024-06-14 00:00:00
3307,7,2024-06-14,297,278,19,93.6,9,3,2024-06-14 00:00:00
3308,8,2024-06-14,103,99,4,96.12,3,0,2024-06-14 00:00:00
3309,9,2024-06-14,413,387,26,93.7,16,3,2024-06-14 00:00:00
3310,10,2024-06-14,959,923,36,96.25,1,15,2024-06-14 00:00:00
3311,11,2024-06-14,221,218,3,98.64,0,0,2024-06-14 00:00:00
3312,12,2024-06-14,474,453,21,95.57,17,9,2024-06-14 00:00:00
3313,13,2024-06-14,542,536,6,98.89,0,0,2024-06-14 00:00:00
3314,14,2024-06-14,250,235,15,94.0,3,2,2024-06-14 00:00:00
3315,15,2024-06-14,582,568,14,97.59,4,4,2024-06-14 00:00:00
3316,16,2024-06-14,767,741,26,96.61,5,0,2024-06-14 00:00:00
3317,17,2024-06-14,551,522,29,94.74,18,10,2024-06-14 00:00:00
3318,18,2024-06-14,934,864,70,92.51,18,34,2024-06-14 00:00:00
3319,19,2024-06-14,315,291,24,92.38,24,9,2024-06-14 00:00:00
3320,20,2024-06-14,574,549,25,95.64,18,5,2024-06-14 00:00:00
3321,1,2024-06-15,209,198,11,94.74,5,0,2024-06-15 00:00:00
3322,2,2024-06-15,209,206,3,98.56,0,0,2024-06-15 00:00:00
3323,3,2024-06-15,481,452,29,93.97,0,12,2024-06-15 00:00:00
3324,4,2024-06-15,247,235,12,95.14,6,0,2024-06-15 00:00:00
3325,5,2024-06-15,219,212,7,96.8,2,1,2024-06-15 00:00:00
3326,6,2024-06-15,199,188,11,94.47,5,3,2024-06-15 00:00:00
3327,7,2024-06-15,476,441,35,92.65,2,0,2024-06-15 00:00:00
3328,8,2024-06-15,320,303,17,94.69,13,8,2024-06-15 00:00:00
3329,9,2024-06-15,457,436,21,95.4,9,3,2024-06-15 00:00:00
3330,10,2024-06-15,699,683,16,97.71,15,3,2024-06-15 00:00:00
3331,11,2024-06-15,661,621,40,93.95,28,20,2024-06-15 00:00:00
3332,12,2024-06-15,936,916,20,97.86,17,4,2024-06-15 00:00:00
3333,13,2024-06-15,921,910,11,98.81,8,0,2024-06-15 00:00:00
3334,14,2024-06-15,986,935,51,94.83,3,5,2024-06-15 00:00:00
3335,15,2024-06-15,209,195,14,93.3,12,1,2024-06-15 00:00:00
3336,16,2024-06-15,648,603,45,93.06,26,6,2024-06-15 00:00:00
3337,17,2024-06-15,973,929,44,95.48,8,10,2024-06-15 00:00:00
3338,18,2024-06-15,945,877,68,92.8,17,33,2024-06-15 00:00:00
3339,19,2024-06-15,132,128,4,96.97,1,2,2024-06-15 00:00:00
3340,20,2024-06-15,188,173,15,92.02,12,2,2024-06-15 00:00:00
3341,1,2024-06-16,338,322,16,95.27,11,0,2024-06-16 00:00:00
3342,2,2024-06-16,492,481,11,97.76,10,2,2024-06-16 00:00:00
3343,3,2024-06-16,670,652,18,97.31,5,5,2024-06-16 00:00:00
3344,4,2024-06-16,263,258,5,98.1,1,2,2024-06-16 00:00:00
3345,5,2024-06-16,263,248,15,94.3,12,5,2024-06-16 00:00:00
3346,6,2024-06-16,936,914,22,97.65,21,4,2024-06-16 00:00:00
3347,7,2024-06-16,606,574,32,94.72,4,13,2024-06-16 00:00:00
3348,8,2024-06-16,716,663,53,92.6,23,11,2024-06-16 00:00:00
3349,9,2024-06-16,709,702,7,99.01,0,1,2024-06-16 00:00:00
3350,10,2024-06-16,494,467,27,94.53,11,11,2024-06-16 00:00:00
3351,11,2024-06-16,973,960,13,98.66,2,6,2024-06-16 00:00:00
3352,12,2024-06-16,308,293,15,95.13,8,6,2024-06-16 00:00:00
3353,13,2024-06-16,534,509,25,95.32,12,11,2024-06-16 00:00:00
3354,14,2024-06-16,965,896,69,92.85,52,30,2024-06-16 00:00:00
3355,15,2024-06-16,499,461,38,92.38,19,14,2024-06-16 00:00:00
3356,16,2024-06-16,702,646,56,92.02,51,11,2024-06-16 00:00:00
3357,17,2024-06-16,869,821,48,94.48,10,24,2024-06-16 00:00:00
3358,18,2024-06-16,246,231,15,93.9,5,0,2024-06-16 00:00:00
3359,19,2024-06-16,468,451,17,96.37,13,4,2024-06-16 00:00:00
3360,20,2024-06-16,250,236,14,94.4,9,7,2024-06-16 00:00:00
3361,1,2024-06-17,645,595,50,92.25,17,7,2024-06-17 00:00:00
3362,2,2024-06-17,593,549,44,92.58,41,12,2024-06-17 00:00:00
3363,3,2024-06-17,140,136,4,97.14,1,1,2024-06-17 00:00:00
3364,4,2024-06-17,970,947,23,97.63,16,9,2024-06-17 00:00:00
3365,5,2024-06-17,597,590,7,98.83,3,0,2024-06-17 00:00:00
3366,6,2024-06-17,211,200,11,94.79,1,2,2024-06-17 00:00:00
3367,7,2024-06-17,489,480,9,98.16,3,4,2024-06-17 00:00:00
3368,8,2024-06-17,717,679,38,94.7,5,3,2024-06-17 00:00:00
3369,9,2024-06-17,890,868,22,97.53,21,5,2024-06-17 00:00:00
3370,10,2024-06-17,386,378,8,97.93,4,0,2024-06-17 00:00:00
3371,11,2024-06-17,195,184,11,94.36,10,5,2024-06-17 00:00:00
3372,12,2024-06-17,367,343,24,93.46,20,7,2024-06-17 00:00:00
3373,13,2024-06-17,725,720,5,99.31,0,2,2024-06-17 00:00:00
3374,14,2024-06-17,637,605,32,94.98,1,16,2024-06-17 00:00:00
3375,15,2024-06-17,923,884,39,95.77,21,16,2024-06-17 00:00:00
3376,16,2024-06-17,835,815,20,97.6,11,8,2024-06-17 00:00:00
3377,17,2024-06-17,760,753,7,99.08,3,3,2024-06-17 00:00:00
3378,18,2024-06-17,367,346,21,94.28,20,8,2024-06-17 00:00:00
3379,19,2024-06-17,559,529,30,94.63,19,14,2024-06-17 00:00:00
3380,20,2024-06-17,688,662,26,96.22,24,11,2024-06-17 00:00:00
3381,1,2024-06-18,594,558,36,93.94,22,9,2024-06-18 00:00:00
3382,2,2024-06-18,265,256,9,96.6,0,2,2024-06-18 00:00:00
3383,3,2024-06-18,318,301,17,94.65,5,7,2024-06-18 00:00:00
3384,4,2024-06-18,434,412,22,94.93,8,9,2024-06-18 00:00:00
3385,5,2024-06-18,606,597,9,98.51,8,2,2024-06-18 00:00:00
3386,6,2024-06-18,163,159,4,97.55,3,2,2024-06-18 00:00:00
3387,7,2024-06-18,982,950,32,96.74,27,15,2024-06-18 00:00:00
3388,8,2024-06-18,285,278,7,97.54,3,0,2024-06-18 00:00:00
3389,9,2024-06-18,877,840,37,95.78,21,16,2024-06-18 00:00:00
3390,10,2024-06-18,105,100,5,95.24,3,1,2024-06-18 00:00:00
3391,11,2024-06-18,634,615,19,97.0,19,4,2024-06-18 00:00:00
3392,12,2024-06-18,482,447,35,92.74,14,5,2024-06-18 00:00:00
3393,13,2024-06-18,922,867,55,94.03,30,2,2024-06-18 00:00:00
3394,14,2024-06-18,761,740,21,97.24,18,9,2024-06-18 00:00:00
3395,15,2024-06-18,707,658,49,93.07,21,5,2024-06-18 00:00:00
3396,16,2024-06-18,321,305,16,95.02,3,0,2024-06-18 00:00:00
3397,17,2024-06-18,998,918,80,91.98,18,39,2024-06-18 00:00:00
3398,18,2024-06-18,910,862,48,94.73,39,20,2024-06-18 00:00:00
3399,19,2024-06-18,494,461,33,93.32,4,15,2024-06-18 00:00:00
3400,20,2024-06-18,459,437,22,95.21,11,3,2024-06-18 00:00:00
3401,1,2024-06-19,934,871,63,93.25,31,24,2024-06-19 00:00:00
3402,2,2024-06-19,178,166,12,93.26,10,0,2024-06-19 00:00:00
3403,3,2024-06-19,166,156,10,93.98,6,2,2024-06-19 00:00:00
3404,4,2024-06-19,909,902,7,99.23,7,1,2024-06-19 00:00:00
3405,5,2024-06-19,827,795,32,96.13,18,2,2024-06-19 00:00:00
3406,6,2024-06-19,773,714,59,92.37,27,15,2024-06-19 00:00:00
3407,7,2024-06-19,435,417,18,95.86,0,6,2024-06-19 00:00:00
3408,8,2024-06-19,681,666,15,97.8,7,2,2024-06-19 00:00:00
3409,9,2024-06-19,826,805,21,97.46,16,9,2024-06-19 00:00:00
3410,10,2024-06-19,372,343,29,92.2,2,7,2024-06-19 00:00:00
3411,11,2024-06-19,179,175,4,97.77,0,0,2024-06-19 00:00:00
3412,12,2024-06-19,823,787,36,95.63,29,3,2024-06-19 00:00:00
3413,13,2024-06-19,641,602,39,93.92,29,18,2024-06-19 00:00:00
3414,14,2024-06-19,158,151,7,95.57,7,1,2024-06-19 00:00:00
3415,15,2024-06-19,587,549,38,93.53,6,13,2024-06-19 00:00:00
3416,16,2024-06-19,921,886,35,96.2,9,14,2024-06-19 00:00:00
3417,17,2024-06-19,453,437,16,96.47,15,4,2024-06-19 00:00:00
3418,18,2024-06-19,523,517,6,98.85,0,0,2024-06-19 00:00:00
3419,19,2024-06-19,116,115,1,99.14,1,0,2024-06-19 00:00:00
3420,20,2024-06-19,399,368,31,92.23,29,1,2024-06-19 00:00:00
3421,1,2024-06-20,164,157,7,95.73,2,2,2024-06-20 00:00:00
3422,2,2024-06-20,744,722,22,97.04,12,6,2024-06-20 00:00:00
3423,3,2024-06-20,861,848,13,98.49,8,0,2024-06-20 00:00:00
3424,4,2024-06-20,486,450,36,92.59,33,10,2024-06-20 00:00:00
3425,5,2024-06-20,905,849,56,93.81,29,1,2024-06-20 00:00:00
3426,6,2024-06-20,106,101,5,95.28,0,0,2024-06-20 00:00:00
3427,7,2024-06-20,106,104,2,98.11,0,0,2024-06-20 00:00:00
3428,8,2024-06-20,842,782,60,92.87,44,12,2024-06-20 00:00:00
3429,9,2024-06-20,673,660,13,98.07,13,4,2024-06-20 00:00:00
3430,10,2024-06-20,142,134,8,94.37,0,0,2024-06-20 00:00:00
3431,11,2024-06-20,952,881,71,92.54,69,4,2024-06-20 00:00:00
3432,12,2024-06-20,851,807,44,94.83,12,8,2024-06-20 00:00:00
3433,13,2024-06-20,843,812,31,96.32,0,12,2024-06-20 00:00:00
3434,14,2024-06-20,574,546,28,95.12,16,14,2024-06-20 00:00:00
3435,15,2024-06-20,588,578,10,98.3,0,0,2024-06-20 00:00:00
3436,16,2024-06-20,388,374,14,96.39,1,1,2024-06-20 00:00:00
3437,17,2024-06-20,910,892,18,98.02,13,3,2024-06-20 00:00:00
3438,18,2024-06-20,956,892,64,93.31,19,9,2024-06-20 00:00:00
3439,19,2024-06-20,471,437,34,92.78,24,8,2024-06-20 00:00:00
3440,20,2024-06-20,891,828,63,92.93,42,24,2024-06-20 00:00:00
3441,1,2024-06-21,224,213,11,95.09,2,0,2024-06-21 00:00:00
3442,2,2024-06-21,164,161,3,98.17,3,0,2024-06-21 00:00:00
3443,3,2024-06-21,988,966,22,97.77,10,4,2024-06-21 00:00:00
3444,4,2024-06-21,974,918,56,94.25,52,19,2024-06-21 00:00:00
3445,5,2024-06-21,499,470,29,94.19,1,2,2024-06-21 00:00:00
3446,6,2024-06-21,823,774,49,94.05,47,5,2024-06-21 00:00:00
3447,7,2024-06-21,833,771,62,92.56,33,9,2024-06-21 00:00:00
3448,8,2024-06-21,433,425,8,98.15,4,4,2024-06-21 00:00:00
3449,9,2024-06-21,151,142,9,94.04,7,2,2024-06-21 00:00:00
3450,10,2024-06-21,732,719,13,98.22,5,0,2024-06-21 00:00:00
3451,11,2024-06-21,274,258,16,94.16,8,2,2024-06-21 00:00:00
3452,12,2024-06-21,528,494,34,93.56,23,5,2024-06-21 00:00:00
3453,13,2024-06-21,332,308,24,92.77,14,10,2024-06-21 00:00:00
3454,14,2024-06-21,428,402,26,93.93,14,7,2024-06-21 00:00:00
3455,15,2024-06-21,227,223,4,98.24,1,0,2024-06-21 00:00:00
3456,16,2024-06-21,102,95,7,93.14,6,0,2024-06-21 00:00:00
3457,17,2024-06-21,806,753,53,93.42,51,20,2024-06-21 00:00:00
3458,18,2024-06-21,233,214,19,91.85,3,8,2024-06-21 00:00:00
3459,19,2024-06-21,525,500,25,95.24,23,12,2024-06-21 00:00:00
3460,20,2024-06-21,936,893,43,95.41,19,16,2024-06-21 00:00:00
3461,1,2024-06-22,271,252,19,92.99,15,8,2024-06-22 00:00:00
3462,2,2024-06-22,111,106,5,95.5,1,2,2024-06-22 00:00:00
3463,3,2024-06-22,163,150,13,92.02,13,2,2024-06-22 00:00:00
3464,4,2024-06-22,726,691,35,95.18,2,12,2024-06-22 00:00:00
3465,5,2024-06-22,527,500,27,94.88,14,12,2024-06-22 00:00:00
3466,6,2024-06-22,956,910,46,95.19,36,12,2024-06-22 00:00:00
3467,7,2024-06-22,132,127,5,96.21,5,2,2024-06-22 00:00:00
3468,8,2024-06-22,969,923,46,95.25,41,9,2024-06-22 00:00:00
3469,9,2024-06-22,964,930,34,96.47,4,1,2024-06-22 00:00:00
3470,10,2024-06-22,363,355,8,97.8,7,0,2024-06-22 00:00:00
