_key,_id,_from,_to,edge_family,edge_type,field_component,join_type,origin,perspective,priority_weight,references_column,references_table,unique_id,variable_name,weight
payable_line:part_id:structural:system:references:SYS_REF_PAY_PAR_001,manufacturing_graph_edge/payable_line:part_id:structural:system:references:SYS_REF_PAY_PAR_001,manufacturing_graph_node/payable_line:part_id:structural:system:none:none,manufacturing_graph_node/part:part_id:structural:system:none:none,structural,references,,,fk_declared,system,,part_id,part,SYS_REF_PAY_PAR_001,,
payable_line:payable_line_id:structural:system:has_column:SYS_HAS_PAY_PAY_001,manufacturing_graph_edge/payable_line:payable_line_id:structural:system:has_column:SYS_HAS_PAY_PAY_001,manufacturing_graph_node/payable_line:entity:structural:system:none:none,manufacturing_graph_node/payable_line:payable_line_id:structural:system:none:none,structural,has_column,,,,system,,,,SYS_HAS_PAY_PAY_001,,
payable_line:po_id:structural:system:has_column:SYS_HAS_PAY_POI_001,manufacturing_graph_edge/payable_line:po_id:structural:system:has_column:SYS_HAS_PAY_POI_001,manufacturing_graph_node/payable_line:entity:structural:system:none:none,manufacturing_graph_node/payable_line:po_id:structural:system:none:none,structural,has_column,,,,system,,,,SYS_HAS_PAY_POI_001,,
payable_line:po_id:structural:system:references:SYS_REF_PAY_POI_001,manufacturing_graph_edge/payable_line:po_id:structural:system:references:SYS_REF_PAY_POI_001,manufacturing_graph_node/payable_line:po_id:structural:system:none:none,manufacturing_graph_node/purchase_order:po_id:structural:system:none:none,structural,references,,,fk_declared,system,,po_id,purchase_order,SYS_REF_PAY_POI_001,,
payable_line:po_line_id:structural:system:has_column:SYS_HAS_PAY_POL_001,manufacturing_graph_edge/payable_line:po_line_id:structural:system:has_column:SYS_HAS_PAY_POL_001,manufacturing_graph_node/payable_line:entity:structural:system:none:none,manufacturing_graph_node/payable_line:po_line_id:structural:system:none:none,structural,has_column,,,,system,,,,SYS_HAS_PAY_POL_001,,
payable_line:po_line_id:structural:system:references:SYS_REF_PAY_POL_001,manufacturing_graph_edge/payable_line:po_line_id:structural:system:references:SYS_REF_PAY_POL_001,manufacturing_graph_node/payable_line:po_line_id:structural:system:none:none,manufacturing_graph_node/po_line:line_id:structural:system:none:none,structural,references,,,fk_declared,system,,line_id,po_line,SYS_REF_PAY_POL_001,,
payable_line:qty:structural:system:has_column:SYS_HAS_PAY_QTY_001,manufacturing_graph_edge/payable_line:qty:structural:system:has_column:SYS_HAS_PAY_QTY_001,manufacturing_graph_node/payable_line:entity:structural:system:none:none,manufacturing_graph_node/payable_line:qty:structural:system:none:none,structural,has_column,,,,system,,,,SYS_HAS_PAY_QTY_001,,
payable_line:receipt_line_id:structural:system:has_column:SYS_HAS_PAY_REC_001,manufacturing_graph_edge/payable_line:receipt_line_id:structural:system:has_column:SYS_HAS_PAY_REC_001,manufacturing_graph_node/payable_line:entity:structural:system:none:none,manufacturing_graph_node/payable_line:receipt_line_id:structural:system:none:none,structural,has_column,,,,system,,,,SYS_HAS_PAY_REC_001,,
payable_line:receipt_line_id:structural:system:references:SYS_REF_PAY_REC_001,manufacturing_graph_edge/payable_line:receipt_line_id:structural:system:references:SYS_REF_PAY_REC_001,manufacturing_graph_node/payable_line:receipt_line_id:structural:system:none:none,manufacturing_graph_node/receiving_line:receipt_line_id:structural:system:none:none,structural,references,,,fk_declared,system,,receipt_line_id,receiving_line,SYS_REF_PAY_REC_001,,
payable_line:receipt_line_id:structural:system:references:SYS_REF_PAY_REC_002,manufacturing_graph_edge/payable_line:receipt_line_id:structural:system:references:SYS_REF_PAY_REC_002,manufacturing_graph_node/payable_line:receipt_line_id:structural:system:none:none,manufacturing_graph_node/receiving_line:receipt_line_id:structural:system:none:none,structural,references,,RIGHT,sql_observed,system,,receipt_line_id,receiving_line,SYS_REF_PAY_REC_002,,
payables:amount_dollars:structural:system:has_column:SYS_HAS_PAY_AMO_002,manufacturing_graph_edge/payables:amount_dollars:structural:system:has_column:SYS_HAS_PAY_AMO_002,manufacturing_graph_node/payables:entity:structural:system:none:none,manufacturing_graph_node/payables:amount_dollars:structural:system:none:none,structural,has_column,,,,system,,,,SYS_HAS_PAY_AMO_002,,
payables:created_at:structural:system:has_column:SYS_HAS_PAY_CRE_002,manufacturing_graph_edge/payables:created_at:structural:system:has_column:SYS_HAS_PAY_CRE_002,manufacturing_graph_node/payables:entity:structural:system:none:none,manufacturing_graph_node/payables:created_at:structural:system:none:none,structural,has_column,,,,system,,,,SYS_HAS_PAY_CRE_002,,
payables:due_date:structural:system:has_column:SYS_HAS_PAY_DUE_001,manufacturing_graph_edge/payables:due_date:structural:system:has_column:SYS_HAS_PAY_DUE_001,manufacturing_graph_node/payables:entity:structural:system:none:none,manufacturing_graph_node/payables:due_date:structural:system:none:none,structural,has_column,,,,system,,,,SYS_HAS_PAY_DUE_001,,
payables:invoice_date:structural:system:has_column:SYS_HAS_PAY_INV_002,manufacturing_graph_edge/payables:invoice_date:structural:system:has_column:SYS_HAS_PAY_INV_002,manufacturing_graph_node/payables:entity:structural:system:none:none,manufacturing_graph_node/payables:invoice_date:structural:system:none:none,structural,has_column,,,,system,,,,SYS_HAS_PAY_INV_002,,
payables:invoice_id:structural:system:has_column:SYS_HAS_PAY_INV_003,manufacturing_graph_edge/payables:invoice_id:structural:system:has_column:SYS_HAS_PAY_INV_003,manufacturing_graph_node/payables:entity:structural:system:none:none,manufacturing_graph_node/payables:invoice_id:structural:system:none:none,structural,has_column,,,,system,,,,SYS_HAS_PAY_INV_003,,
payables:invoice_number:structural:system:has_column:SYS_HAS_PAY_INV_004,manufacturing_graph_edge/payables:invoice_number:structural:system:has_column:SYS_HAS_PAY_INV_004,manufacturing_graph_node/payables:entity:structural:system:none:none,manufacturing_graph_node/payables:invoice_number:structural:system:none:none,structural,has_column,,,,system,,,,SYS_HAS_PAY_INV_004,,
payables:payment_date:structural:system:has_column:SYS_HAS_PAY_PAY_002,manufacturing_graph_edge/payables:payment_date:structural:system:has_column:SYS_HAS_PAY_PAY_002,manufacturing_graph_node/payables:entity:structural:system:none:none,manufacturing_graph_node/payables:payment_date:structural:system:none:none,structural,has_column,,,,system,,,,SYS_HAS_PAY_PAY_002,,
payables:po_id:structural:system:has_column:SYS_HAS_PAY_POI_002,manufacturing_graph_edge/payables:po_id:structural:system:has_column:SYS_HAS_PAY_POI_002,manufacturing_graph_node/payables:entity:structural:system:none:none,manufacturing_graph_node/payables:po_id:structural:system:none:none,structural,has_column,,,,system,,,,SYS_HAS_PAY_POI_002,,
payables:po_id:structural:system:references:SYS_REF_PAY_POI_002,manufacturing_graph_edge/payables:po_id:structural:system:references:SYS_REF_PAY_POI_002,manufacturing_graph_node/payables:po_id:structural:system:none:none,manufacturing_graph_node/purchase_order:po_id:structural:system:none:none,structural,references,,,fk_declared,system,,po_id,purchase_order,SYS_REF_PAY_POI_002,,
payables:status:structural:system:has_column:SYS_HAS_PAY_STA_001,manufacturing_graph_edge/payables:status:structural:system:has_column:SYS_HAS_PAY_STA_001,manufacturing_graph_node/payables:entity:structural:system:none:none,manufacturing_graph_node/payables:status:structural:system:none:none,structural,has_column,,,,system,,,,SYS_HAS_PAY_STA_001,,
payables:supplier_id:structural:system:has_column:SYS_HAS_PAY_SUP_001,manufacturing_graph_edge/payables:supplier_id:structural:system:has_column:SYS_HAS_PAY_SUP_001,manufacturing_graph_node/payables:entity:structural:system:none:none,manufacturing_graph_node/payables:supplier_id:structural:system:none:none,structural,has_column,,,,system,,,,SYS_HAS_PAY_SUP_001,,
payables:supplier_id:structural:system:references:SYS_REF_PAY_SUP_001,manufacturing_graph_edge/payables:supplier_id:structural:system:references:SYS_REF_PAY_SUP_001,manufacturing_graph_node/payables:supplier_id:structural:system:none:none,manufacturing_graph_node/suppliers:supplier_id:structural:system:none:none,structural,references,,,fk_declared,system,,supplier_id,suppliers,SYS_REF_PAY_SUP_001,,
payables:three_way_match_status:semantic:Payables:resolves_to:PAY_RES_PAY_THR_878F9A26,manufacturing_graph_edge/payables:three_way_match_status:semantic:Payables:resolves_to:PAY_RES_PAY_THR_878F9A26,manufacturing_graph_node/payables:three_way_match_status:structural:system:none:none,manufacturing_graph_node/ThreeWayMatchState:entity:semantic:canonical:none:none,semantic,resolves_to,1,,,Payables,3,,,PAY_RES_PAY_THR_878F9A26,,1
payables:three_way_match_status:structural:system:has_column:SYS_HAS_PAY_THR_001,manufacturing_graph_edge/payables:three_way_match_status:structural:system:has_column:SYS_HAS_PAY_THR_001,manufacturing_graph_node/payables:entity:structural:system:none:none,manufacturing_graph_node/payables:three_way_match_status:structural:system:none:none,structural,has_column,,,,system,,,,SYS_HAS_PAY_THR_001,,
payables_openpobysupp_20260601_000006:purchase_order:manifest:Payables:binds_table:PAY_BIN_PAY_PUR_001,manufacturing_graph_edge/payables_openpobysupp_20260601_000006:purchase_order:manifest:Payables:binds_table:PAY_BIN_PAY_PUR_001,manufacturing_graph_node/payables_openpobysupp_20260601_000006:entity:manifest:Payables:none:none,manufacturing_graph_node/purchase_order:entity:structural:system:none:none,manifest,binds_table,,,,Payables,,,,PAY_BIN_PAY_PUR_001,,
payables_openpobysupp_20260601_000006:suppliers:manifest:Payables:binds_table:PAY_BIN_PAY_SUP_001,manufacturing_graph_edge/payables_openpobysupp_20260601_000006:suppliers:manifest:Payables:binds_table:PAY_BIN_PAY_SUP_001,manufacturing_graph_node/payables_openpobysupp_20260601_000006:entity:manifest:Payables:none:none,manufacturing_graph_node/suppliers:entity:structural:system:none:none,manifest,binds_table,,,,Payables,,,,PAY_BIN_PAY_SUP_001,,
payables_ordersreceived_20260706_000001:po_line:manifest:Payables:binds_table:PAY_BIN_PAY_POL_001,manufacturing_graph_edge/payables_ordersreceived_20260706_000001:po_line:manifest:Payables:binds_table:PAY_BIN_PAY_POL_001,manufacturing_graph_node/payables_ordersreceived_20260706_000001:entity:manifest:Payables:none:none,manufacturing_graph_node/po_line:entity:structural:system:none:none,manifest,binds_table,,,,Payables,,,,PAY_BIN_PAY_POL_001,,
payables_ordersreceived_20260706_000001:purchase_order:manifest:Payables:binds_table:PAY_BIN_PAY_PUR_002,manufacturing_graph_edge/payables_ordersreceived_20260706_000001:purchase_order:manifest:Payables:binds_table:PAY_BIN_PAY_PUR_002,manufacturing_graph_node/payables_ordersreceived_20260706_000001:entity:manifest:Payables:none:none,manufacturing_graph_node/purchase_order:entity:structural:system:none:none,manifest,binds_table,,,,Payables,,,,PAY_BIN_PAY_PUR_002,,
payables_ordersreceived_20260706_000001:receiving:manifest:Payables:binds_table:PAY_BIN_PAY_REC_001,manufacturing_graph_edge/payables_ordersreceived_20260706_000001:receiving:manifest:Payables:binds_table:PAY_BIN_PAY_REC_001,manufacturing_graph_node/payables_ordersreceived_20260706_000001:entity:manifest:Payables:none:none,manufacturing_graph_node/receiving:entity:structural:system:none:none,manifest,binds_table,,,,Payables,,,,PAY_BIN_PAY_REC_001,,
payables_ordersreceived_20260706_000001:receiving_line:manifest:Payables:binds_table:PAY_BIN_PAY_REC_002,manufacturing_graph_edge/payables_ordersreceived_20260706_000001:receiving_line:manifest:Payables:binds_table:PAY_BIN_PAY_REC_002,manufacturing_graph_node/payables_ordersreceived_20260706_000001:entity:manifest:Payables:none:none,manufacturing_graph_node/receiving_line:entity:structural:system:none:none,manifest,binds_table,,,,Payables,,,,PAY_BIN_PAY_REC_002,,
payables_ordersunreceived_20260706_000002:po_line:manifest:Payables:binds_table:PAY_BIN_PAY_POL_002,manufacturing_graph_edge/payables_ordersunreceived_20260706_000002:po_line:manifest:Payables:binds_table:PAY_BIN_PAY_POL_002,manufacturing_graph_node/payables_ordersunreceived_20260706_000002:entity:manifest:Payables:none:none,manufacturing_graph_node/po_line:entity:structural:system:none:none,manifest,binds_table,,,,Payables,,,,PAY_BIN_PAY_POL_002,,
payables_ordersunreceived_20260706_000002:purchase_order:manifest:Payables:binds_table:PAY_BIN_PAY_PUR_003,manufacturing_graph_edge/payables_ordersunreceived_20260706_000002:purchase_order:manifest:Payables:binds_table:PAY_BIN_PAY_PUR_003,manufacturing_graph_node/payables_ordersunreceived_20260706_000002:entity:manifest:Payables:none:none,manufacturing_graph_node/purchase_order:entity:structural:system:none:none,manifest,binds_table,,,,Payables,,,,PAY_BIN_PAY_PUR_003,,
payables_ordersunreceived_20260706_000002:receiving_line:manifest:Payables:binds_table:PAY_BIN_PAY_REC_003,manufacturing_graph_edge/payables_ordersunreceived_20260706_000002:receiving_line:manifest:Payables:binds_table:PAY_BIN_PAY_REC_003,manufacturing_graph_node/payables_ordersunreceived_20260706_000002:entity:manifest:Payables:none:none,manufacturing_graph_node/receiving_line:entity:structural:system:none:none,manifest,binds_table,,,,Payables,,,,PAY_BIN_PAY_REC_003,,
payables_partialreceiptaccrual_20260708_000004:payable_line:manifest:Payables:binds_table:PAY_BIN_PAY_PAY_001,manufacturing_graph_edge/payables_partialreceiptaccrual_20260708_000004:payable_line:manifest:Payables:binds_table:PAY_BIN_PAY_PAY_001,manufacturing_graph_node/payables_partialreceiptaccrual_20260708_000004:entity:manifest:Payables:none:none,manufacturing_graph_node/payable_line:entity:structural:system:none:none,manifest,binds_table,,,,Payables,,,,PAY_BIN_PAY_PAY_001,,
payables_partialreceiptaccrual_20260708_000004:payables:manifest:Payables:binds_table:PAY_BIN_PAY_PAY_002,manufacturing_graph_edge/payables_partialreceiptaccrual_20260708_000004:payables:manifest:Payables:binds_table:PAY_BIN_PAY_PAY_002,manufacturing_graph_node/payables_partialreceiptaccrual_20260708_000004:entity:manifest:Payables:none:none,manufacturing_graph_node/payables:entity:structural:system:none:none,manifest,binds_table,,,,Payables,,,,PAY_BIN_PAY_PAY_002,,
payables_partialreceiptaccrual_20260708_000004:po_line:manifest:Payables:binds_table:PAY_BIN_PAY_POL_003,manufacturing_graph_edge/payables_partialreceiptaccrual_20260708_000004:po_line:manifest:Payables:binds_table:PAY_BIN_PAY_POL_003,manufacturing_graph_node/payables_partialreceiptaccrual_20260708_000004:entity:manifest:Payables:none:none,manufacturing_graph_node/po_line:entity:structural:system:none:none,manifest,binds_table,,,,Payables,,,,PAY_BIN_PAY_POL_003,,
payables_partialreceiptaccrual_20260708_000004:purchase_order:manifest:Payables:binds_table:PAY_BIN_PAY_PUR_004,manufacturing_graph_edge/payables_partialreceiptaccrual_20260708_000004:purchase_order:manifest:Payables:binds_table:PAY_BIN_PAY_PUR_004,manufacturing_graph_node/payables_partialreceiptaccrual_20260708_000004:entity:manifest:Payables:none:none,manufacturing_graph_node/purchase_order:entity:structural:system:none:none,manifest,binds_table,,,,Payables,,,,PAY_BIN_PAY_PUR_004,,
payables_partialreceiptaccrual_20260708_000004:receiving:manifest:Payables:binds_table:PAY_BIN_PAY_REC_004,manufacturing_graph_edge/payables_partialreceiptaccrual_20260708_000004:receiving:manifest:Payables:binds_table:PAY_BIN_PAY_REC_004,manufacturing_graph_node/payables_partialreceiptaccrual_20260708_000004:entity:manifest:Payables:none:none,manufacturing_graph_node/receiving:entity:structural:system:none:none,manifest,binds_table,,,,Payables,,,,PAY_BIN_PAY_REC_004,,
payables_partialreceiptaccrual_20260708_000004:receiving_line:manifest:Payables:binds_table:PAY_BIN_PAY_REC_005,manufacturing_graph_edge/payables_partialreceiptaccrual_20260708_000004:receiving_line:manifest:Payables:binds_table:PAY_BIN_PAY_REC_005,manufacturing_graph_node/payables_partialreceiptaccrual_20260708_000004:entity:manifest:Payables:none:none,manufacturing_graph_node/receiving_line:entity:structural:system:none:none,manifest,binds_table,,,,Payables,,,,PAY_BIN_PAY_REC_005,,
payables_partialreceiptaccrual_20260708_000004:suppliers:manifest:Payables:binds_table:PAY_BIN_PAY_SUP_002,manufacturing_graph_edge/payables_partialreceiptaccrual_20260708_000004:suppliers:manifest:Payables:binds_table:PAY_BIN_PAY_SUP_002,manufacturing_graph_node/payables_partialreceiptaccrual_20260708_000004:entity:manifest:Payables:none:none,manufacturing_graph_node/suppliers:entity:structural:system:none:none,manifest,binds_table,,,,Payables,,,,PAY_BIN_PAY_SUP_002,,
payables_purchaseorderstatus_20260601_000005:purchase_order:manifest:Payables:binds_table:PAY_BIN_PAY_PUR_005,manufacturing_graph_edge/payables_purchaseorderstatus_20260601_000005:purchase_order:manifest:Payables:binds_table:PAY_BIN_PAY_PUR_005,manufacturing_graph_node/payables_purchaseorderstatus_20260601_000005:entity:manifest:Payables:none:none,manufacturing_graph_node/purchase_order:entity:structural:system:none:none,manifest,binds_table,,,,Payables,,,,PAY_BIN_PAY_PUR_005,,
payables_purchaseorderstatus_20260601_000005:suppliers:manifest:Payables:binds_table:PAY_BIN_PAY_SUP_003,manufacturing_graph_edge/payables_purchaseorderstatus_20260601_000005:suppliers:manifest:Payables:binds_table:PAY_BIN_PAY_SUP_003,manufacturing_graph_node/payables_purchaseorderstatus_20260601_000005:entity:manifest:Payables:none:none,manufacturing_graph_node/suppliers:entity:structural:system:none:none,manifest,binds_table,,,,Payables,,,,PAY_BIN_PAY_SUP_003,,
payables_threewaymatchcoverage_20260708_000005:payable_line:manifest:Payables:binds_table:PAY_BIN_PAY_PAY_003,manufacturing_graph_edge/payables_threewaymatchcoverage_20260708_000005:payable_line:manifest:Payables:binds_table:PAY_BIN_PAY_PAY_003,manufacturing_graph_node/payables_threewaymatchcoverage_20260708_000005:entity:manifest:Payables:none:none,manufacturing_graph_node/payable_line:entity:structural:system:none:none,manifest,binds_table,,,,Payables,,,,PAY_BIN_PAY_PAY_003,,
payables_threewaymatchcoverage_20260708_000005:payables:manifest:Payables:binds_table:PAY_BIN_PAY_PAY_004,manufacturing_graph_edge/payables_threewaymatchcoverage_20260708_000005:payables:manifest:Payables:binds_table:PAY_BIN_PAY_PAY_004,manufacturing_graph_node/payables_threewaymatchcoverage_20260708_000005:entity:manifest:Payables:none:none,manufacturing_graph_node/payables:entity:structural:system:none:none,manifest,binds_table,,,,Payables,,,,PAY_BIN_PAY_PAY_004,,
payables_threewaymatchcoverage_20260708_000005:po_line:manifest:Payables:binds_table:PAY_BIN_PAY_POL_004,manufacturing_graph_edge/payables_threewaymatchcoverage_20260708_000005:po_line:manifest:Payables:binds_table:PAY_BIN_PAY_POL_004,manufacturing_graph_node/payables_threewaymatchcoverage_20260708_000005:entity:manifest:Payables:none:none,manufacturing_graph_node/po_line:entity:structural:system:none:none,manifest,binds_table,,,,Payables,,,,PAY_BIN_PAY_POL_004,,
payables_threewaymatchcoverage_20260708_000005:purchase_order:manifest:Payables:binds_table:PAY_BIN_PAY_PUR_006,manufacturing_graph_edge/payables_threewaymatchcoverage_20260708_000005:purchase_order:manifest:Payables:binds_table:PAY_BIN_PAY_PUR_006,manufacturing_graph_node/payables_threewaymatchcoverage_20260708_000005:entity:manifest:Payables:none:none,manufacturing_graph_node/purchase_order:entity:structural:system:none:none,manifest,binds_table,,,,Payables,,,,PAY_BIN_PAY_PUR_006,,
payables_threewaymatchcoverage_20260708_000005:receiving:manifest:Payables:binds_table:PAY_BIN_PAY_REC_006,manufacturing_graph_edge/payables_threewaymatchcoverage_20260708_000005:receiving:manifest:Payables:binds_table:PAY_BIN_PAY_REC_006,manufacturing_graph_node/payables_threewaymatchcoverage_20260708_000005:entity:manifest:Payables:none:none,manufacturing_graph_node/receiving:entity:structural:system:none:none,manifest,binds_table,,,,Payables,,,,PAY_BIN_PAY_REC_006,,
payables_threewaymatchcoverage_20260708_000005:receiving_line:manifest:Payables:binds_table:PAY_BIN_PAY_REC_007,manufacturing_graph_edge/payables_threewaymatchcoverage_20260708_000005:receiving_line:manifest:Payables:binds_table:PAY_BIN_PAY_REC_007,manufacturing_graph_node/payables_threewaymatchcoverage_20260708_000005:entity:manifest:Payables:none:none,manufacturing_graph_node/receiving_line:entity:structural:system:none:none,manifest,binds_table,,,,Payables,,,,PAY_BIN_PAY_REC_007,,
payables_threewaymatchcoverage_20260708_000005:suppliers:manifest:Payables:binds_table:PAY_BIN_PAY_SUP_004,manufacturing_graph_edge/payables_threewaymatchcoverage_20260708_000005:suppliers:manifest:Payables:binds_table:PAY_BIN_PAY_SUP_004,manufacturing_graph_node/payables_threewaymatchcoverage_20260708_000005:entity:manifest:Payables:none:none,manufacturing_graph_node/suppliers:entity:structural:system:none:none,manifest,binds_table,,,,Payables,,,,PAY_BIN_PAY_SUP_004,,
payables_uninvoicedreceipts_20260706_000003:payable_line:manifest:Payables:binds_table:PAY_BIN_PAY_PAY_005,manufacturing_graph_edge/payables_uninvoicedreceipts_20260706_000003:payable_line:manifest:Payables:binds_table:PAY_BIN_PAY_PAY_005,manufacturing_graph_node/payables_uninvoicedreceipts_20260706_000003:entity:manifest:Payables:none:none,manufacturing_graph_node/payable_line:entity:structural:system:none:none,manifest,binds_table,,,,Payables,,,,PAY_BIN_PAY_PAY_005,,
payables_uninvoicedreceipts_20260706_000003:payables:manifest:Payables:binds_table:PAY_BIN_PAY_PAY_006,manufacturing_graph_edge/payables_uninvoicedreceipts_20260706_000003:payables:manifest:Payables:binds_table:PAY_BIN_PAY_PAY_006,manufacturing_graph_node/payables_uninvoicedreceipts_20260706_000003:entity:manifest:Payables:none:none,manufacturing_graph_node/payables:entity:structural:system:none:none,manifest,binds_table,,,,Payables,,,,PAY_BIN_PAY_PAY_006,,
payables_uninvoicedreceipts_20260706_000003:purchase_order:manifest:Payables:binds_table:PAY_BIN_PAY_PUR_007,manufacturing_graph_edge/payables_uninvoicedreceipts_20260706_000003:purchase_order:manifest:Payables:binds_table:PAY_BIN_PAY_PUR_007,manufacturing_graph_node/payables_uninvoicedreceipts_20260706_000003:entity:manifest:Payables:none:none,manufacturing_graph_node/purchase_order:entity:structural:system:none:none,manifest,binds_table,,,,Payables,,,,PAY_BIN_PAY_PUR_007,,
payables_uninvoicedreceipts_20260706_000003:receiving:manifest:Payables:binds_table:PAY_BIN_PAY_REC_008,manufacturing_graph_edge/payables_uninvoicedreceipts_20260706_000003:receiving:manifest:Payables:binds_table:PAY_BIN_PAY_REC_008,manufacturing_graph_node/payables_uninvoicedreceipts_20260706_000003:entity:manifest:Payables:none:none,manufacturing_graph_node/receiving:entity:structural:system:none:none,manifest,binds_table,,,,Payables,,,,PAY_BIN_PAY_REC_008,,
payables_uninvoicedreceipts_20260706_000003:receiving_line:manifest:Payables:binds_table:PAY_BIN_PAY_REC_009,manufacturing_graph_edge/payables_uninvoicedreceipts_20260706_000003:receiving_line:manifest:Payables:binds_table:PAY_BIN_PAY_REC_009,manufacturing_graph_node/payables_uninvoicedreceipts_20260706_000003:entity:manifest:Payables:none:none,manufacturing_graph_node/receiving_line:entity:structural:system:none:none,manifest,binds_table,,,,Payables,,,,PAY_BIN_PAY_REC_009,,
payables_uninvoicedreceipts_20260706_000003:suppliers:manifest:Payables:binds_table:PAY_BIN_PAY_SUP_005,manufacturing_graph_edge/payables_uninvoicedreceipts_20260706_000003:suppliers:manifest:Payables:binds_table:PAY_BIN_PAY_SUP_005,manufacturing_graph_node/payables_uninvoicedreceipts_20260706_000003:entity:manifest:Payables:none:none,manufacturing_graph_node/suppliers:entity:structural:system:none:none,manifest,binds_table,,,,Payables,,,,PAY_BIN_PAY_SUP_005,,
po_line:created_at:structural:system:has_column:SYS_HAS_POL_CRE_001,manufacturing_graph_edge/po_line:created_at:structural:system:has_column:SYS_HAS_POL_CRE_001,manufacturing_graph_node/po_line:entity:structural:system:none:none,manufacturing_graph_node/po_line:created_at:structural:system:none:none,structural,has_column,,,,system,,,,SYS_HAS_POL_CRE_001,,
po_line:line_id:structural:system:has_column:SYS_HAS_POL_LIN_001,manufacturing_graph_edge/po_line:line_id:structural:system:has_column:SYS_HAS_POL_LIN_001,manufacturing_graph_node/po_line:entity:structural:system:none:none,manufacturing_graph_node/po_line:line_id:structural:system:none:none,structural,has_column,,,,system,,,,SYS_HAS_POL_LIN_001,,
po_line:line_id:structural:system:references:SYS_REF_POL_LIN_001,manufacturing_graph_edge/po_line:line_id:structural:system:references:SYS_REF_POL_LIN_001,manufacturing_graph_node/po_line:line_id:structural:system:none:none,manufacturing_graph_node/receiving_line:po_line_id:structural:system:none:none,structural,references,,LEFT,sql_observed,system,,po_line_id,receiving_line,SYS_REF_POL_LIN_001,,
po_line:line_total:structural:system:has_column:SYS_HAS_POL_LIN_002,manufacturing_graph_edge/po_line:line_total:structural:system:has_column:SYS_HAS_POL_LIN_002,manufacturing_graph_node/po_line:entity:structural:system:none:none,manufacturing_graph_node/po_line:line_total:structural:system:none:none,structural,has_column,,,,system,,,,SYS_HAS_POL_LIN_002,,
po_line:part_description:structural:system:has_column:SYS_HAS_POL_PAR_001,manufacturing_graph_edge/po_line:part_description:structural:system:has_column:SYS_HAS_POL_PAR_001,manufacturing_graph_node/po_line:entity:structural:system:none:none,manufacturing_graph_node/po_line:part_description:structural:system:none:none,structural,has_column,,,,system,,,,SYS_HAS_POL_PAR_001,,
po_line:part_id:structural:system:has_column:SYS_HAS_POL_PAR_002,manufacturing_graph_edge/po_line:part_id:structural:system:has_column:SYS_HAS_POL_PAR_002,manufacturing_graph_node/po_line:entity:structural:system:none:none,manufacturing_graph_node/po_line:part_id:structural:system:none:none,structural,has_column,,,,system,,,,SYS_HAS_POL_PAR_002,,
po_line:part_id:structural:system:references:SYS_REF_POL_PAR_001,manufacturing_graph_edge/po_line:part_id:structural:system:references:SYS_REF_POL_PAR_001,manufacturing_graph_node/po_line:part_id:structural:system:none:none,manufacturing_graph_node/part:part_id:structural:system:none:none,structural,references,,,fk_declared,system,,part_id,part,SYS_REF_POL_PAR_001,,
po_line:po_id:structural:system:has_column:SYS_HAS_POL_POI_001,manufacturing_graph_edge/po_line:po_id:structural:system:has_column:SYS_HAS_POL_POI_001,manufacturing_graph_node/po_line:entity:structural:system:none:none,manufacturing_graph_node/po_line:po_id:structural:system:none:none,structural,has_column,,,,system,,,,SYS_HAS_POL_POI_001,,
po_line:po_id:structural:system:references:SYS_REF_POL_POI_001,manufacturing_graph_edge/po_line:po_id:structural:system:references:SYS_REF_POL_POI_001,manufacturing_graph_node/po_line:po_id:structural:system:none:none,manufacturing_graph_node/purchase_order:po_id:structural:system:none:none,structural,references,,,fk_declared,system,,po_id,purchase_order,SYS_REF_POL_POI_001,,
po_line:quantity:semantic:Inventory_Transactions:resolves_to:INV_RES_POL_QUA_CCA86A7D,manufacturing_graph_edge/po_line:quantity:semantic:Inventory_Transactions:resolves_to:INV_RES_POL_QUA_CCA86A7D,manufacturing_graph_node/po_line:quantity:structural:system:none:none,manufacturing_graph_node/MaximumStockQuantity:entity:semantic:canonical:none:none,semantic,resolves_to,1,,,Inventory_Transactions,3,,,INV_RES_POL_QUA_CCA86A7D,,1
po_line:quantity:semantic:Inventory_Transactions:resolves_to:INV_RES_POL_QUA_D03D9E0B,manufacturing_graph_edge/po_line:quantity:semantic:Inventory_Transactions:resolves_to:INV_RES_POL_QUA_D03D9E0B,manufacturing_graph_node/po_line:quantity:structural:system:none:none,manufacturing_graph_node/EconomicOrderQuantity:entity:semantic:canonical:none:none,semantic,resolves_to,2,,,Inventory_Transactions,3,,,INV_RES_POL_QUA_D03D9E0B,,1
po_line:quantity:structural:system:has_column:SYS_HAS_POL_QUA_001,manufacturing_graph_edge/po_line:quantity:structural:system:has_column:SYS_HAS_POL_QUA_001,manufacturing_graph_node/po_line:entity:structural:system:none:none,manufacturing_graph_node/po_line:quantity:structural:system:none:none,structural,has_column,,,,system,,,,SYS_HAS_POL_QUA_001,,
po_line:unit_cost:structural:system:has_column:SYS_HAS_POL_UNI_001,manufacturing_graph_edge/po_line:unit_cost:structural:system:has_column:SYS_HAS_POL_UNI_001,manufacturing_graph_node/po_line:entity:structural:system:none:none,manufacturing_graph_node/po_line:unit_cost:structural:system:none:none,structural,has_column,,,,system,,,,SYS_HAS_POL_UNI_001,,
